村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
宜蘭縣大同鄉寒溪村,-234,87,321,625,907,0.7,董經國,無
宜蘭縣大同鄉崙埤村,-208,93,301,435,604,0.7,吳秉宗,無
宜蘭縣大同鄉復興村,-122,29,151,186,269,0.7,陳舜鴻,無
宜蘭縣大同鄉松羅村,-368,77,445,491,710,0.7,林裔璽,無
宜蘭縣大同鄉樂水村,-223,39,262,253,381,0.7,高信正,無
宜蘭縣大同鄉英士村,-207,23,230,203,310,0.7,呂紹維,無
宜蘭縣大同鄉茂安村,-76,19,95,132,194,0.7,李進財,無
宜蘭縣宜蘭市七張里,-121,238,359,1033,1430,0.7,林坤鎮,無
宜蘭縣宜蘭市七結里,-829,472,1301,1967,2638,0.7,游景清,無
宜蘭縣宜蘭市中山里,-174,116,290,593,852,0.7,黃瑞添,無
宜蘭縣宜蘭市中興里,-491,454,945,1925,2740,0.7,陳鄧崧,無
宜蘭縣宜蘭市凱旋里,-405,249,654,966,1347,0.7,林振雄,無
宜蘭縣宜蘭市北津里,-824,355,1179,1547,2153,0.7,吳聰德,無
宜蘭縣宜蘭市北門里,-215,170,385,766,1059,0.7,陳正人,無
宜蘭縣宜蘭市南橋里,-459,218,677,918,1258,0.7,林慶雲,無
宜蘭縣宜蘭市南津里,-626,376,1002,1648,2207,0.7,林聰明,無
宜蘭縣宜蘭市南門里,-447,199,646,884,1232,0.7,廖政達,無
宜蘭縣宜蘭市大新里,-263,108,371,533,735,0.7,侯佩婷,無
宜蘭縣宜蘭市孝廉里,-244,136,380,756,1076,0.7,江聰明,無
宜蘭縣宜蘭市小東里,-413,244,657,1103,1517,0.7,張友端,無
宜蘭縣宜蘭市延平里,-357,605,962,2334,3233,0.7,林子豪,無
宜蘭縣宜蘭市建業里,-640,400,1040,1635,2165,0.8,李永,無
宜蘭縣宜蘭市建軍里,-367,242,609,1103,1539,0.7,黃勇任,無
宜蘭縣宜蘭市復興里,-425,366,791,1774,2486,0.7,蕭美珠,無
宜蘭縣宜蘭市思源里,-690,777,1467,3196,4285,0.7,曾南國,無
宜蘭縣宜蘭市慈安里,-327,283,610,1154,1761,0.7,曹日宏,無
宜蘭縣宜蘭市成功里,-364,584,948,2170,2986,0.7,楊振乾,無
宜蘭縣宜蘭市擺厘里,-507,456,963,2035,2818,0.7,吳明標,無
宜蘭縣宜蘭市文化里,-613,480,1093,2040,2861,0.7,吳啓鴻,無
宜蘭縣宜蘭市新東里,-489,535,1024,2145,2999,0.7,潘富明,無
宜蘭縣宜蘭市新民里,-305,183,488,997,1392,0.7,周玉英,無
宜蘭縣宜蘭市新生里,-929,518,1447,2024,2815,0.7,蔡錦濤,無
宜蘭縣宜蘭市東村里,-428,388,816,1573,2097,0.8,張鼎哲,無
宜蘭縣宜蘭市東門里,-335,114,449,638,891,0.7,李茂庚,無
宜蘭縣宜蘭市梅洲里,-1017,530,1547,2222,3090,0.7,游西湖,無
宜蘭縣宜蘭市民族里,-810,292,1102,1459,2019,0.7,鄧蜀江,無
宜蘭縣宜蘭市民權里,-220,227,447,1049,1772,0.6,尤榮淋,無
宜蘭縣宜蘭市泰山里,-519,307,826,1267,1859,0.7,魯孝忠,無
宜蘭縣宜蘭市神農里,-703,375,1078,1697,2389,0.7,郭寶簧,無
宜蘭縣宜蘭市茭白里,-778,380,1158,1487,2083,0.7,游舜超,無
宜蘭縣宜蘭市菜園里,-354,188,542,924,1271,0.7,陳俊堯,無
宜蘭縣宜蘭市西門里,-713,263,976,1236,1700,0.7,林銘信,無
宜蘭縣宜蘭市負郭里,-390,454,844,2042,2811,0.7,李春滿,無
宜蘭縣宜蘭市進士里,-492,382,874,1587,2100,0.8,陳正達,無
宜蘭縣宜蘭市黎明里,-444,322,766,1367,1832,0.7,尤學揚,無
宜蘭縣礁溪鄉三民村,-962,316,1278,1654,2383,0.7,賴阿華,無
宜蘭縣礁溪鄉二結村,-99,76,175,299,407,0.7,李朝福,無
宜蘭縣礁溪鄉二龍村,-233,192,425,818,1140,0.7,林素霞,無
宜蘭縣礁溪鄉光武村,-402,226,628,1038,1416,0.7,吳秀卿,無
宜蘭縣礁溪鄉六結村,-549,212,761,963,1280,0.8,林信忠,無
宜蘭縣礁溪鄉匏崙村,-382,114,496,616,892,0.7,游義羲,無
宜蘭縣礁溪鄉吳沙村,-465,408,873,1844,2502,0.7,蕭聰池,無
宜蘭縣礁溪鄉大忠村,-808,364,1172,1682,2497,0.7,張介壽,中國國民黨
宜蘭縣礁溪鄉大義村,-171,78,249,415,585,0.7,林祥傳,無
宜蘭縣礁溪鄉德陽村,-630,604,1234,2756,4030,0.7,何衍財,中國國民黨
宜蘭縣礁溪鄉時潮村,-590,207,797,1005,1397,0.7,顏玉桂,無
宜蘭縣礁溪鄉林美村,-383,146,529,741,1086,0.7,游有德,無
宜蘭縣礁溪鄉玉光村,-329,160,489,788,1056,0.7,林明東,無
宜蘭縣礁溪鄉玉田村,-787,300,1087,1490,2049,0.7,游新爐,無
宜蘭縣礁溪鄉玉石村,-619,257,876,1366,2018,0.7,胡伯欽,無
宜蘭縣礁溪鄉白雲村,-301,247,548,1095,1544,0.7,陸天賜,無
宜蘭縣礁溪鄉白鵝村,-305,119,424,565,810,0.7,江錦崑,無
宜蘭縣礁溪鄉龍潭村,-516,571,1087,2487,3358,0.7,李志文,無
宜蘭縣羅東鎮中山里,-414,190,604,960,1292,0.7,魏綺嫺,無
宜蘭縣羅東鎮仁和里,-347,132,479,668,964,0.7,藍亮如,無
宜蘭縣羅東鎮仁德里,-456,145,601,766,1112,0.7,林啓東,無
宜蘭縣羅東鎮仁愛里,-644,561,1205,2604,3510,0.7,陳漢松,民主進步黨
宜蘭縣羅東鎮信義里,-738,470,1208,2097,2817,0.7,邱俊維,無
宜蘭縣羅東鎮公正里,-867,379,1246,1859,2521,0.7,林豐裕,無
宜蘭縣羅東鎮北成里,-875,498,1373,1918,2646,0.7,羅暳鎂,無
宜蘭縣羅東鎮南昌里,-248,400,648,1665,2337,0.7,李玉雲,無
宜蘭縣羅東鎮南豪里,-500,182,682,902,1240,0.7,林聰雄,無
宜蘭縣羅東鎮國華里,-323,750,1073,3084,4176,0.7,游文龍,無
宜蘭縣羅東鎮大新里,-396,265,661,1072,1532,0.7,陳榮華,無
宜蘭縣羅東鎮成功里,-157,205,362,1085,1439,0.8,蔡朝金,無
宜蘭縣羅東鎮新群里,-406,451,857,1965,2707,0.7,鄭聰琳,無
宜蘭縣羅東鎮東安里,-571,582,1153,2444,3444,0.7,林捷肇,無
宜蘭縣羅東鎮樹林里,-340,578,918,2549,3276,0.8,林淑如,無
宜蘭縣羅東鎮漢民里,-463,591,1054,2506,3458,0.7,廖士謀,中國國民黨
宜蘭縣羅東鎮竹林里,-442,427,869,2009,2768,0.7,黃松河,無
宜蘭縣羅東鎮維揚里,-254,430,684,2186,2911,0.8,駱錫,無
宜蘭縣羅東鎮羅莊里,-215,523,738,2159,2974,0.7,張添財,無
宜蘭縣羅東鎮西安里,-339,458,797,1998,2734,0.7,陳秀英,無
宜蘭縣羅東鎮賢文里,-1343,503,1846,2430,3392,0.7,張智傑,無
宜蘭縣羅東鎮開明里,-518,190,708,945,1296,0.7,李旭盛,無
宜蘭縣羅東鎮集祥里,-137,132,269,619,1082,0.6,黃文育,無
宜蘭縣蘇澳鎮南安里,-306,102,408,614,847,0.7,林金源,無
宜蘭縣蘇澳鎮南寧里,-298,104,402,594,919,0.6,楊彩緹,無
宜蘭縣蘇澳鎮南建里,-282,117,399,686,1088,0.6,沈國村,無
宜蘭縣蘇澳鎮南強里,-203,52,255,412,680,0.6,潘振忠,無
宜蘭縣蘇澳鎮南成里,-426,90,516,605,997,0.6,張誠烋,無
宜蘭縣蘇澳鎮南正里,-131,99,230,552,841,0.7,林明宗,無
宜蘭縣蘇澳鎮南興里,-298,147,445,832,1303,0.6,黃殿璋,無
宜蘭縣蘇澳鎮存仁里,-130,110,240,589,812,0.7,陳日方,無
宜蘭縣蘇澳鎮新城里,-362,264,626,1063,1486,0.7,張義隆,無
宜蘭縣蘇澳鎮朝陽里,-266,36,302,338,560,0.6,李順義,無
宜蘭縣蘇澳鎮東澳里,-101,27,128,201,311,0.6,林沂萱,無
宜蘭縣蘇澳鎮永光里,-206,54,260,277,392,0.7,盧育順,中國國民黨
宜蘭縣蘇澳鎮永春里,-241,42,283,337,522,0.6,張盛國,無
宜蘭縣蘇澳鎮永榮里,-447,587,1034,2592,3680,0.7,賴錦昌,無
宜蘭縣蘇澳鎮永樂里,-166,55,221,293,425,0.7,高瓊玲,無
宜蘭縣蘇澳鎮港邊里,-383,142,525,808,1156,0.7,張正田,無
宜蘭縣蘇澳鎮聖愛里,-569,337,906,1713,2595,0.7,陳文財,無
宜蘭縣蘇澳鎮聖湖里,-972,269,1241,1492,2149,0.7,陳順平,中國國民黨
宜蘭縣蘇澳鎮蘇北里,-330,130,460,628,920,0.7,陳添琪,無
宜蘭縣蘇澳鎮蘇南里,-73,47,120,295,427,0.7,莊欽鴻,無
宜蘭縣蘇澳鎮蘇東里,-111,63,174,302,492,0.6,陳進明,無
宜蘭縣蘇澳鎮蘇西里,-867,284,1151,1491,2204,0.7,楊光華,無
宜蘭縣蘇澳鎮長安里,-128,72,200,367,493,0.7,薛兩福,無
宜蘭縣蘇澳鎮隘丁里,-1040,519,1559,2208,3088,0.7,張正榮,無
宜蘭縣蘇澳鎮頂寮里,-429,175,604,716,1003,0.7,李寶連,無
宜蘭縣蘇澳鎮龍德里,-872,491,1363,2341,3290,0.7,陳素琴,無
宜蘭縣頭城鎮下埔里,-161,133,294,589,880,0.7,林太源,無
宜蘭縣頭城鎮中崙里,-291,136,427,651,974,0.7,黃民豐,無
宜蘭縣頭城鎮二城里,-199,148,347,734,1039,0.7,張金連,無
宜蘭縣頭城鎮合興里,-184,36,220,199,341,0.6,黃惠美,無
宜蘭縣頭城鎮城北里,-80,67,147,342,464,0.7,林文淵,無
宜蘭縣頭城鎮城南里,-254,99,353,443,614,0.7,林春三,無
宜蘭縣頭城鎮城東里,-165,98,263,521,678,0.8,陳錫寶,無
宜蘭縣頭城鎮城西里,-143,82,225,361,488,0.7,林俊誠,無
宜蘭縣頭城鎮外澳里,-262,120,382,516,838,0.6,張鐵瀚,無
宜蘭縣頭城鎮大坑里,-317,190,507,903,1325,0.7,郭纘華,無
宜蘭縣頭城鎮大溪里,-217,118,335,527,859,0.6,沈瑞雲,無
宜蘭縣頭城鎮大里里,-301,93,394,394,664,0.6,鄭順利,無
宜蘭縣頭城鎮拔雅里,-322,374,696,1483,2134,0.7,官序倲,無
宜蘭縣頭城鎮新建里,-836,307,1143,1367,2014,0.7,王新驊,無
宜蘭縣頭城鎮更新里,-306,165,471,814,1305,0.6,許良吉,無
宜蘭縣頭城鎮武營里,-690,265,955,1089,1556,0.7,游國添,無
宜蘭縣頭城鎮港口里,-317,79,396,462,693,0.7,李世田,無
宜蘭縣頭城鎮石城里,-70,35,105,185,300,0.6,沈榮華,無
宜蘭縣頭城鎮福成里,-280,153,433,630,899,0.7,鄒榮富,無
宜蘭縣頭城鎮竹安里,-880,272,1152,1311,2030,0.6,莊蔭,無
宜蘭縣頭城鎮金盈里,-243,106,349,460,670,0.7,林漢龍,無
宜蘭縣頭城鎮金面里,-727,244,971,1141,1714,0.7,劉榮華,無
宜蘭縣頭城鎮頂埔里,-255,205,460,933,1294,0.7,宋來泉,無
宜蘭縣頭城鎮龜山里,-169,128,297,436,677,0.6,黃陳麗娟,無
